Event_ID,Event_start,Reaction_start,Impact,Event_end,Event_type,Crash_severity,Incident_type,Conflict_type,Narrative
130475663,0,,4300,5200,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
131821501,0,1100,5300,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
131846362,0,100,2400,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
35258190,0,3100,6700,7900,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151569083,0,1900,2600,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
36304073,0,1700,1900,7300,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
35258325,0,2000,2900,5900,Crash,II - Police-reportable Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151591143,0,500,4600,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568859,0,500,3200,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151591692,0,500,2600,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138591525,0,,4400,5700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
134036183,0,1500,3400,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151878864,0,700,3800,5500,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
142017290,0,300,9600,12300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
136343991,0,4500,4700,6200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151878869,0,200,1900,2200,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
61211854,0,,4400,7200,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
35257223,0,2400,3100,6300,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
142043218,0,200,4700,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with merging vehicle,
151550404,0,1600,3100,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
61386959,0,100,1200,1900,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
138077582,0,700,1700,2200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61432394,0,800,1500,3000,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151573871,0,0,1600,2500,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
64574225,0,1200,1800,3400,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
61426791,0,200,1000,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151569667,0,1900,2800,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151856703,0,,800,2300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151591699,0,3000,5000,5300,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
132520939,0,5500,5300,6500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
138364391,0,400,800,1000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151352636,0,500,900,1400,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151086392,0,200,2000,2400,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151860013,0,1800,2800,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
130473604,0,2700,3100,3600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151581529,0,1700,2500,3500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
131821507,0,200,1700,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135946520,0,,2400,4200,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
151568911,0,1400,3600,3800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151337418,0,3500,5200,6300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151864919,0,2000,2400,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35258186,0,2500,3100,6400,Crash,I - Most Severe,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
61427034,0,2400,6000,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35258328,0,400,1700,6300,Crash,I - Most Severe,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
142030155,0,900,2200,3700,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151866554,0,1500,1600,2400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151568712,0,,4100,6500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61426955,0,,2600,5000,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
138362562,0,400,700,1200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151574079,0,300,1800,2300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
116168897,0,3800,4500,5000,Near-Crash,Not a Crash,Other,Conflict with parked vehicle,
151859431,0,0,3700,5500,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
151601478,0,400,2300,2500,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151578952,0,200,4900,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138335146,0,100,1400,1500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151864916,0,1600,2300,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138325261,0,1800,3000,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151878863,0,300,1500,1900,Near-Crash,Not a Crash,Opposite direction (head-on or sideswipe),Conflict with oncoming traffic,
151592267,0,3300,4400,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138361346,0,0,3100,4300,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
130441813,0,1700,3600,4100,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
128906462,0,,3200,4600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
96898042,0,2500,3600,4900,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
128906317,0,400,1400,1700,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151579580,0,400,2200,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138350555,0,1300,2500,5400,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
116163020,0,3300,4300,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151592269,0,1700,2900,3600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
131821503,0,,3900,5100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
130421944,0,3400,4700,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
131286564,0,2200,3900,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116163142,0,1000,2300,3300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151864882,0,,1600,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
142449817,0,1600,2400,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
76264699,0,2600,2400,4100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151591147,0,900,1200,4300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
142044570,0,1800,2600,3400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151859890,0,1100,1300,2200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
116163021,0,4100,4700,5700,Crash,III  - Minor Crash,Road departure (end),Single vehicle conflict,
151568742,0,300,1900,2300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116163146,0,2100,3900,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
130441812,0,1600,3700,4500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
2934487,0,3100,3900,5900,Crash,I - Most Severe,"Rear-end, striking",Conflict with a lead vehicle,
135277335,0,3000,3600,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116147383,0,1700,3300,4000,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
76264652,0,900,1400,3700,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151573035,0,1100,1700,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151575012,0,1500,1800,2300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116147341,0,1200,4100,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151598161,0,1000,2400,5800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151581050,0,3000,6100,6600,Near-Crash,Not a Crash,Backing into traffic,Conflict with vehicle turning into another vehicle path (same direction),
132364438,0,,3100,5300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
130441803,0,,6600,7400,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
116163184,0,1700,5000,6500,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
116147325,0,400,2100,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116147340,0,500,2100,3500,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (same direction),
138608235,0,2300,2600,3800,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
151592154,0,300,1000,1900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151866535,0,1900,2800,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
133190068,0,,3900,5200,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
143062598,0,300,1200,2700,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
151864873,0,200,1100,3100,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151573882,0,800,1100,1500,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
135123003,0,1400,2300,3000,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151352184,0,,7500,7800,Crash,III  - Minor Crash,"Backing, fixed object",Conflict with obstacle/object in roadway,
151865013,0,2300,0,3600,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
132620443,0,2900,4600,5000,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151596591,0,700,2500,4000,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
132371104,0,1800,1800,3500,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
138353243,0,200,1500,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
116163026,0,,6800,7800,Crash,III  - Minor Crash,"Rear-end, striking",Conflict with a lead vehicle,
151573862,0,4700,6100,6700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142030042,0,200,300,1100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151595163,0,1400,2800,3000,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
135947090,0,800,1300,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
130935020,0,800,1700,3100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
142050717,0,,1900,2900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151856720,0,,1700,2900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151865021,0,100,1300,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
142005142,0,4300,5200,7300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
136043662,0,,800,4300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
138221725,0,4500,6200,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116592033,0,700,2500,3000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
133754824,0,,2400,4300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
128888401,0,,1900,3300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151573797,0,900,2400,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
76264670,0,1100,2200,3400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
135449393,0,,2000,3600,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
137024100,0,500,1200,1800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
142043321,0,4500,4500,6300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568568,0,500,2700,3100,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
151603389,0,1200,2500,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128906330,0,2300,2800,3900,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
116168896,0,2700,3300,4700,Crash,II - Police-reportable Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
33575058,0,300,1200,2100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61427035,0,500,3700,4600,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
35257206,0,2500,3400,8200,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
151854753,0,6700,8600,8800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151578956,0,2000,3700,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
96898040,0,,1100,2600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
138213338,0,300,4300,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
64553428,0,900,700,17100,Near-Crash,Not a Crash,Other,Single vehicle conflict,
135128413,0,1800,5600,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426927,0,,5200,5800,Crash,III  - Minor Crash,Road departure (end),Single vehicle conflict,
138077592,0,1700,3800,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
33575119,0,,1600,3300,Crash,II - Police-reportable Crash,"Rear-end, struck",Conflict with a following vehicle,
135977964,0,,2200,3600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151590870,0,,900,3300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568876,0,2000,2700,2800,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
61216642,0,,1700,3600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
133754076,0,,1800,3800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61426964,0,200,900,1700,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
76264664,0,1700,1400,2500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151574960,0,200,4600,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426820,0,800,2700,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569212,0,1100,2200,2900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
132620452,0,1600,3300,4800,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
142044258,0,500,1500,2900,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
61432344,0,600,1100,2100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61432349,0,400,1900,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61432395,0,400,1300,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
64574220,0,500,4000,9000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
143588060,0,500,1900,4000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568813,0,900,1200,3100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151598163,0,2300,3800,4500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151594440,0,1100,3100,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
33994015,0,700,2400,4900,Crash,I - Most Severe,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151600670,0,1500,2500,3100,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
61426769,0,3400,4500,11300,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
61432346,0,1000,2600,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151581539,0,100,1900,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61216926,0,,6000,8800,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
135086117,0,2000,3200,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142044425,0,800,1400,2200,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
131785451,0,3000,4700,5900,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151573799,0,2000,3900,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426760,0,,3500,5700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61432367,0,500,2200,3400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
64574228,0,2600,3500,4400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151856316,0,900,1800,4200,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
142047963,0,3000,3900,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61427016,0,1100,2400,3200,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
61386958,0,1400,1400,3300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
142049764,0,3000,4300,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135188814,0,5000,5200,6800,Crash,I - Most Severe,"Rear-end, striking",Conflict with a lead vehicle,
151856762,0,,2100,4400,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
145435324,0,900,2300,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138592419,0,700,2800,4900,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151870564,0,600,1800,2100,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151570695,0,2700,4400,4900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568505,0,3600,4000,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151592975,0,700,2900,3600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568821,0,2200,3500,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128906332,0,100,2300,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151579958,0,900,1100,1900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151598430,0,1400,1800,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
61385911,0,700,1300,2300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
116163144,0,3400,3500,5200,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856537,0,1200,3500,3800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151592960,0,500,1100,1600,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
135130153,0,1500,3800,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151600654,0,700,2700,3100,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151568928,0,900,2600,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
60631668,0,2900,3500,4300,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
61211927,0,3800,4100,4900,Crash,III  - Minor Crash,"Rear-end, striking",Conflict with a lead vehicle,
64553429,0,400,700,1300,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
130473603,0,4900,4600,6600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151569256,0,3400,3800,4800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568832,0,1400,2300,2900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151859424,0,1800,5200,6200,Near-Crash,Not a Crash,"Rear-end, struck",Conflict with a following vehicle,
129878684,0,,3200,5400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61385323,0,600,1900,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142351418,0,700,1900,4500,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151870576,0,1300,3700,4100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
36841177,0,3800,4800,5800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151859578,0,100,3400,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
130441802,0,,3200,4400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151859441,0,1000,3100,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426810,0,200,1000,1600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151586135,0,2200,4200,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
61385910,0,2300,2900,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569697,0,500,2700,3700,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
151568806,0,300,3000,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
143062726,0,,2100,3400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61385936,0,1600,2300,3100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with merging vehicle,
151856700,0,500,7700,8300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
134049268,0,2800,3200,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135946649,0,800,1500,1900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151878861,0,900,2100,2600,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151582035,0,2200,5600,7800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
135946499,0,1600,4700,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35826912,0,4000,5600,6800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with parked vehicle,
116224318,0,900,4100,6100,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
142044600,0,700,3000,4500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151878907,0,1900,3800,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
131785440,0,,1000,2800,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
138077763,0,500,2300,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
150883906,0,700,1800,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138630073,0,,3600,5900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151568673,0,1000,3200,3600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856643,0,,600,3400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
132884823,0,100,1100,3800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
67465643,0,4700,4500,6900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61426793,0,3000,2800,4400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61432357,0,1700,4900,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
9943418,0,,200,3000,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
151598435,0,3400,4900,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128903611,0,2100,2600,3200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151579942,0,200,2300,3200,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
151865040,0,200,1300,1600,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
132522489,0,,4400,5700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61211930,0,2800,2800,4700,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
151587805,0,800,3300,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with merging vehicle,
