CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
2401402,11,32,1-11-2024-032-02,2,1,1,2,30.7614595081659,8,9
2406356,11,193,1-11-2024-193-09,9,1,1,8,118.524898479384,8,9
2404447,11,134,1-11-2024-134-02,2,1,1,8,30.7614595081659,8,9
2404043,11,123,1-11-2024-123-04,4,1,1,8,266.740512711128,8,9
2403476,11,100,1-11-2024-100-02,2,1,1,8,30.7614595081659,8,9
2406379,11,194,1-11-2024-194-10,10,1,1,8,1440.81092576453,8,9
2403991,11,120,1-11-2024-120-02,2,1,1,6,30.7614595081659,8,9
2403813,11,115,1-11-2024-115-04,4,1,1,8,530.793567452246,8,9
2405070,11,152,1-11-2024-152-07,7,1,1,2,5355.03564412817,8,9
2405731,26,129,1-26-2024-129-08,8,1,2,8,651.857569140449,10,9
2405731,26,129,1-26-2024-129-08,8,1,1,4,651.857569140449,10,9
2403006,26,89,1-26-2024-089-03,3,2,1,2,282.561730241079,10,9
2403006,26,89,1-26-2024-089-03,3,2,2,6,282.561730241079,10,9
2402738,32,98,1-32-2024-098-NM1,21,1,1,8,72.5717518696977,7,9
2401069,32,35,1-32-2024-035-05,5,1,1,6,24.5654666372372,7,9
2405474,32,149,1-32-2024-149-03,3,1,1,2,768.953105149334,7,9
2401576,32,60,1-32-2024-060-02,2,1,1,2,5.39420777852474,7,9
2403726,32,124,1-32-2024-124-07,7,1,1,8,16039.8860823842,7,9
2402866,32,99,1-32-2024-099-03,3,1,1,6,349.520426121039,7,9
2400361,32,9,1-32-2024-009-06,6,1,1,8,436.953115043188,7,9
2401426,32,50,1-32-2024-050-07,7,1,1,2,3530.85820797275,7,9
2401681,32,62,1-32-2024-062-04,4,1,1,8,562.002399856569,7,9
2400728,32,20,1-32-2024-020-01,1,2,1,2,35.2552566821877,7,9
2400047,32,1,1-32-2024-001-03,3,2,1,6,320.638176083653,7,9
2402110,15,82,1-15-2024-082-05,5,1,1,8,12.7957875926179,1,9
2403750,15,150,1-15-2024-150-06,6,1,1,8,63.3697750534753,1,9
2401045,15,35,1-15-2024-035-03,3,1,1,8,22.844722638109,1,9
2401835,15,69,1-15-2024-069-03,3,1,1,8,17.7674654778176,1,9
2400919,15,31,1-15-2024-031-04,4,1,1,4,78.6733014995686,1,9
2400919,15,31,1-15-2024-031-04,4,2,1,8,78.6733014995686,1,9
2404625,15,178,1-15-2024-178-08,8,1,1,8,21.5362718155242,1,9
2401851,15,73,1-15-2024-073-04,4,1,1,2,67.5335534717889,1,9
2406102,15,234,1-15-2024-234-08,8,1,1,8,66.4095741134161,1,9
2402887,15,113,1-15-2024-113-03,3,1,1,8,15.0688068346335,1,9
2403637,15,144,1-15-2024-144-03,3,1,1,8,22.7363613317347,1,9
2405245,15,203,1-15-2024-203-06,6,2,1,4,112.218327840174,1,9
2402520,15,98,1-15-2024-098-03,3,1,1,8,11.6786128984979,1,9
2403920,15,154,1-15-2024-154-06,6,1,1,2,74.7951999128499,1,9
2403273,15,129,1-15-2024-129-04,4,1,1,2,109.371972803588,1,9
2402643,15,105,1-15-2024-105-03,3,1,1,4,16.0196926261441,1,9
2403748,15,148,1-15-2024-148-08,8,1,1,4,24.1312824272688,1,9
2401201,15,45,1-15-2024-045-04,4,1,1,8,51.6682545714718,1,9
2400058,15,1,1-15-2024-001-05,5,1,1,8,15.9677578710684,1,9
2405110,15,196,1-15-2024-196-02,2,1,1,8,13.160978448786,1,9
2403524,21,72,1-21-2024-072-NM1,21,1,1,8,9.710167648307,11,9
2402906,21,60,1-21-2024-060-04,4,1,1,2,924.169152875547,11,9
2401858,21,35,1-21-2024-035-05,5,1,1,8,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,2,9,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,3,2,24.0451985663992,11,9
2401858,21,35,1-21-2024-035-05,5,1,4,3,24.0451985663992,11,9
2401056,21,26,1-21-2024-026-05,5,1,3,8,13.223965808446,11,9
2400060,21,1,1-21-2024-001-03,3,1,1,8,54.9367577389877,11,9
2401583,21,29,1-21-2024-029-04,4,3,1,2,1022.49780376156,11,9
2401717,21,31,1-21-2024-031-01,1,1,1,4,117.966202199051,11,9
2401717,21,31,1-21-2024-031-01,1,1,2,8,117.966202199051,11,9
2404016,21,85,1-21-2024-085-02,2,1,1,8,10.5328526507938,11,9
2401056,21,26,1-21-2024-026-05,5,1,1,4,13.223965808446,11,9
2401056,21,26,1-21-2024-026-05,5,1,2,4,13.223965808446,11,9
2406111,21,150,1-21-2024-150-05,5,1,1,6,39.6357289991185,11,9
2403395,21,71,1-21-2024-071-01,1,1,1,6,63.3290776886701,11,9
2400263,21,5,1-21-2024-005-08,8,1,1,8,74.902781366511,11,9
2401583,21,29,1-21-2024-029-04,4,1,1,8,1022.49780376156,11,9
2402255,21,44,1-21-2024-044-01,1,1,4,3,68.9356930518467,11,9
2402255,21,44,1-21-2024-044-01,1,1,6,8,68.9356930518467,11,9
2403912,21,82,1-21-2024-082-01,1,1,1,2,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,1,2,6,117.649349567078,11,9
2403912,21,82,1-21-2024-082-01,1,2,1,8,117.649349567078,11,9
2402768,21,55,1-21-2024-055-09,9,1,1,8,8301.38758775643,11,9
2402126,21,43,1-21-2024-043-03,3,1,2,4,671.942412724886,11,9
2404373,21,96,1-21-2024-096-03,3,2,1,2,212.361340111707,11,9
2402255,21,44,1-21-2024-044-01,1,1,5,4,68.9356930518467,11,9
2402255,21,44,1-21-2024-044-01,1,1,1,2,68.9356930518467,11,9
2402255,21,44,1-21-2024-044-01,1,1,2,6,68.9356930518467,11,9
2402255,21,44,1-21-2024-044-01,1,1,3,7,68.9356930518467,11,9
2401860,21,36,1-21-2024-036-01,1,1,3,6,23.9453718932787,11,9
2404742,21,107,1-21-2024-107-05,5,1,1,2,25.3232269794903,11,9
2404742,21,107,1-21-2024-107-05,5,1,2,6,25.3232269794903,11,9
2403019,21,62,1-21-2024-062-03,3,1,1,98,905.228768898305,11,9
2402126,21,43,1-21-2024-043-03,3,1,1,4,671.942412724886,11,9
2404971,21,114,1-21-2024-114-07,7,1,1,4,1525.64473923219,11,9
2405741,21,139,1-21-2024-139-08,8,1,2,2,55.9343767601107,11,9
2405741,21,139,1-21-2024-139-08,8,1,1,2,55.9343767601107,11,9
2405741,21,139,1-21-2024-139-08,8,1,3,6,55.9343767601107,11,9
2401860,21,36,1-21-2024-036-01,1,1,1,2,23.9453718932787,11,9
2401860,21,36,1-21-2024-036-01,1,1,2,2,23.9453718932787,11,9
2403259,21,68,1-21-2024-068-03,3,1,2,8,317.13900450633,11,9
2400394,21,8,1-21-2024-008-06,6,1,1,8,372.971644325078,11,9
2400394,21,8,1-21-2024-008-06,6,1,2,9,372.971644325078,11,9
2400394,21,8,1-21-2024-008-06,6,1,3,2,372.971644325078,11,9
2400394,21,8,1-21-2024-008-06,6,1,4,2,372.971644325078,11,9
2400394,21,8,1-21-2024-008-06,6,2,1,2,372.971644325078,11,9
2403393,21,69,1-21-2024-069-02,2,1,1,2,11.0430466560592,11,9
2401055,21,25,1-21-2024-025-08,8,1,1,6,78.3803996099035,11,9
2403147,21,65,1-21-2024-065-01,1,1,1,2,33.6427215456226,11,9
2403525,21,73,1-21-2024-073-03,3,1,1,8,389.264030585975,11,9
2404272,21,92,1-21-2024-092-03,3,1,1,6,108.239393853195,11,9
2403259,21,68,1-21-2024-068-03,3,1,1,4,317.13900450633,11,9
2400657,21,15,1-21-2024-015-03,3,1,1,2,177.85380592518,11,9
2400657,21,15,1-21-2024-015-03,3,1,2,6,177.85380592518,11,9
2405357,21,127,1-21-2024-127-02,2,1,1,8,9.63819602034845,11,9
2405128,21,121,1-21-2024-121-03,3,1,1,8,148.195347517749,11,9
2403156,21,66,1-21-2024-066-05,5,1,2,8,33.7829758264888,11,9
2403156,21,66,1-21-2024-066-05,5,1,1,4,33.7829758264888,11,9
2404635,21,105,1-21-2024-105-06,6,1,1,8,469.478355320595,11,9
2405239,21,125,1-21-2024-125-09,9,1,2,2,1230.99331796013,11,9
2405239,21,125,1-21-2024-125-09,9,1,1,2,1230.99331796013,11,9
2405239,21,125,1-21-2024-125-09,9,3,1,2,1230.99331796013,11,9
2405617,21,137,1-21-2024-137-05,5,1,1,8,31.6080006612922,11,9
2400656,21,14,1-21-2024-014-03,3,1,1,6,177.853805962019,11,9
2402007,21,40,1-21-2024-040-01,1,1,1,2,24.9428514164702,11,9
2402007,21,40,1-21-2024-040-01,1,2,1,8,24.9428514164702,11,9
2405010,21,117,1-21-2024-117-04,4,1,1,8,343.131878610287,11,9
2402116,21,41,1-21-2024-041-02,2,1,1,4,11.5473621177818,11,9
2402116,21,41,1-21-2024-041-02,2,1,2,4,11.5473621177818,11,9
2402116,21,41,1-21-2024-041-02,2,1,3,8,11.5473621177818,11,9
2402508,21,51,1-21-2024-051-01,1,1,2,7,27.0964164405186,11,9
2402508,21,51,1-21-2024-051-01,1,1,3,4,27.0964164405186,11,9
2402508,21,51,1-21-2024-051-01,1,1,4,4,27.0964164405186,11,9
2402508,21,51,1-21-2024-051-01,1,1,5,8,27.0964164405186,11,9
2402391,21,48,1-21-2024-048-03,3,1,1,8,176.256888971489,11,9
2400410,21,9,1-21-2024-009-08,8,1,1,8,70.3079544036467,11,9
2400410,21,9,1-21-2024-009-08,8,1,2,9,70.3079544036467,11,9
2400410,21,9,1-21-2024-009-08,8,1,3,2,70.3079544036467,11,9
2400410,21,9,1-21-2024-009-08,8,1,4,6,70.3079544036467,11,9
2400942,21,23,1-21-2024-023-03,3,1,1,6,77.564710588741,11,9
2402508,21,51,1-21-2024-051-01,1,1,1,6,27.0964164405186,11,9
2401858,21,35,1-21-2024-035-05,5,1,5,8,24.0451985663992,11,9
2405597,21,134,1-21-2024-134-02,2,1,2,8,25.3232269794903,11,9
2405597,21,134,1-21-2024-134-02,2,1,1,4,25.3232269794903,11,9
2403258,21,67,1-21-2024-067-03,3,1,1,4,317.13900450633,11,9
2405379,21,128,1-21-2024-128-03,3,1,2,6,331.242131750008,11,9
2405379,21,128,1-21-2024-128-03,3,1,1,2,331.242131750008,11,9
2405376,17,176,1-17-2024-176-03,3,1,1,8,84.2827710829527,4,9
2401655,17,55,1-17-2024-055-07,7,1,1,6,364.699531685358,4,9
2403693,17,114,1-17-2024-114-07,7,1,1,2,1761.97755269954,4,9
2403693,17,114,1-17-2024-114-07,7,1,3,6,1761.97755269954,4,9
2403693,17,114,1-17-2024-114-07,7,1,2,2,1761.97755269954,4,9
2405700,17,187,1-17-2024-187-06,6,1,1,8,104.937205408191,4,9
2401531,17,51,1-17-2024-051-06,6,1,1,2,84.8378168091199,4,9
2406329,17,205,1-17-2024-205-01,1,1,1,8,103.409495648634,4,9
2400186,17,6,1-17-2024-006-08,8,1,1,99,91.223874097422,4,9
2402187,17,72,1-17-2024-072-04,4,1,1,2,252.09105770205,4,9
2405913,17,192,1-17-2024-192-08,8,1,1,8,66.7779698608357,4,9
2404574,17,146,1-17-2024-146-06,6,1,1,8,124.923558977053,4,9
2403973,17,127,1-17-2024-127-04,4,1,1,8,125.652735779338,4,9
2400598,17,21,1-17-2024-021-03,3,1,1,2,60.1064786597745,4,9
2403203,17,100,1-17-2024-100-08,8,1,1,6,90.8396094177974,4,9
2405132,17,166,1-17-2024-166-07,7,1,1,8,1222.27023854147,4,9
2403085,17,97,1-17-2024-097-04,4,2,1,2,183.019292109299,4,9
2400314,17,9,1-17-2024-009-03,3,1,1,2,60.7880401010966,4,9
2400102,17,2,1-17-2024-002-05,5,1,1,8,95.9334331296951,4,9
2404244,17,135,1-17-2024-135-04,4,1,1,8,172.988606459298,4,9
2402189,17,74,1-17-2024-074-08,8,1,1,2,66.7779698608357,4,9
2405558,17,184,1-17-2024-184-06,6,1,1,4,323.708818353724,4,9
2402698,17,91,1-17-2024-091-04,4,1,2,8,107.602978930107,4,9
2402698,17,91,1-17-2024-091-04,4,1,1,4,107.602978930107,4,9
2403800,17,117,1-17-2024-117-09,9,1,1,8,1033.68198504906,4,9
2405915,17,194,1-17-2024-194-07,7,1,1,8,562.973405099887,4,9
2404576,17,148,1-17-2024-148-08,8,1,2,6,75.6421709357649,4,9
2404576,17,148,1-17-2024-148-08,8,1,1,2,75.6421709357649,4,9
2400768,17,22,1-17-2024-022-07,7,1,1,2,334.329957078067,4,9
2401653,17,53,1-17-2024-053-06,6,1,1,4,103.359955056797,4,9
2404315,17,140,1-17-2024-140-09,9,1,1,8,230.682943628102,4,9
2405251,17,172,1-17-2024-172-07,7,1,1,8,377.569473228924,4,9
2401527,17,47,1-17-2024-047-03,3,1,1,8,82.6608290635667,4,9
2401006,17,30,1-17-2024-030-07,7,1,1,2,405.540149208172,4,9
2404812,17,154,1-17-2024-154-06,6,1,1,6,75.8375313880117,4,9
2402139,17,70,1-17-2024-070-04,4,2,1,2,135.89963259832,4,9
2400596,17,19,1-17-2024-019-09,9,1,1,8,396.702966109167,4,9
2403201,17,98,1-17-2024-098-08,8,1,1,2,98.1097831692489,4,9
2403201,17,98,1-17-2024-098-08,8,1,2,6,98.1097831692489,4,9
2403464,17,107,1-17-2024-107-04,4,1,1,8,94.2888928293055,4,9
2401649,33,27,1-33-2024-027-03,3,1,1,8,17.2161737549189,12,9
2400991,33,14,1-33-2024-014-09,9,1,1,2,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,2,3,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,3,4,254.441893481535,12,9
2400991,33,14,1-33-2024-014-09,9,1,4,8,254.441893481535,12,9
2402050,33,34,1-33-2024-034-03,3,1,1,8,18.6448141384411,12,9
2400452,33,5,1-33-2024-005-08,8,1,1,8,68.2200589003777,12,9
2405298,33,101,1-33-2024-101-01,1,1,1,8,68.1584452977333,12,9
2404039,33,73,1-33-2024-073-09,9,1,2,5,112.064497820463,12,9
2404039,33,73,1-33-2024-073-09,9,1,1,4,112.064497820463,12,9
2404039,33,73,1-33-2024-073-09,9,1,3,2,112.064497820463,12,9
2404039,33,73,1-33-2024-073-09,9,1,4,6,112.064497820463,12,9
2402324,33,39,1-33-2024-039-06,6,1,1,5,156.836222800646,12,9
2402175,33,36,1-33-2024-036-08,8,1,1,2,67.4774847162324,12,9
2402175,33,36,1-33-2024-036-08,8,1,2,6,67.4774847162324,12,9
2402699,33,44,1-33-2024-044-08,8,1,2,6,80.3410573395999,12,9
2402699,33,44,1-33-2024-044-08,8,1,1,2,80.3410573395999,12,9
2400747,33,10,1-33-2024-010-06,6,1,1,8,133.440131762511,12,9
2401382,33,22,1-33-2024-022-08,8,1,2,6,52.1863466296815,12,9
2402959,33,49,1-33-2024-049-02,2,1,1,8,23.2460633538017,12,9
2400858,33,12,1-33-2024-012-08,8,1,1,4,29.5346785988684,12,9
2400858,33,12,1-33-2024-012-08,8,1,2,8,29.5346785988684,12,9
2404304,33,80,1-33-2024-080-09,9,1,1,8,187.781585730197,12,9
2403843,33,67,1-33-2024-067-09,9,1,1,8,498.087824339282,12,9
2403079,33,52,1-33-2024-052-04,4,1,1,2,638.610565885635,12,9
2403766,33,64,1-33-2024-064-08,8,1,1,8,46.8116241353717,12,9
2402833,33,48,1-33-2024-048-09,9,1,1,8,130.804564789054,12,9
2403325,33,56,1-33-2024-056-10,10,1,1,6,58.854607771382,12,9
2401382,33,22,1-33-2024-022-08,8,1,1,2,52.1863466296815,12,9
2402323,33,38,1-33-2024-038-06,6,1,1,8,156.836222800646,12,9
2400992,33,15,1-33-2024-015-09,9,1,1,8,254.441893481535,12,9
2404212,33,77,1-33-2024-077-09,9,1,1,2,429.838695718984,12,9
2402443,33,41,1-33-2024-041-03,3,1,1,8,51.2513411158493,12,9
2403880,33,68,1-33-2024-068-05,5,1,1,8,25.3427821602115,12,9
2401240,18,45,1-18-2024-045-05,5,1,3,2,50.9427492020977,6,9
2401240,18,45,1-18-2024-045-05,5,1,4,6,50.9427492020977,6,9
2403304,10,51,1-10-2024-051-02,2,1,2,6,25.7733543604988,4,9
2403304,10,51,1-10-2024-051-02,2,1,1,2,25.7733543604988,4,9
2402983,16,90,1-16-2024-090-02,2,1,1,8,20.4287734239941,5,9
2404306,33,82,1-33-2024-082-03,3,1,2,8,18.8602680088243,12,9
2404306,33,82,1-33-2024-082-03,3,1,1,4,18.8602680088243,12,9
2400888,16,29,1-16-2024-029-09,9,1,1,8,1910.29204097108,5,9
2403487,16,100,1-16-2024-100-03,3,1,1,2,248.379297803423,5,9
2401807,16,51,1-16-2024-051-09,9,1,1,2,1530.01312543752,5,9
2404422,33,84,1-33-2024-084-NM1,21,1,1,2,41.0900179301514,12,9
2401411,16,43,1-16-2024-043-01,1,1,1,8,26.4826489473316,5,9
2404268,16,112,1-16-2024-112-07,7,1,1,8,1076.2482670794,5,9
2404955,16,122,1-16-2024-122-NM1,21,1,1,8,20.5106500164933,5,9
2404872,16,120,1-16-2024-120-01,1,1,1,4,33.2407402789598,5,9
2404872,16,120,1-16-2024-120-01,1,1,2,8,33.2407402789598,5,9
2402089,16,58,1-16-2024-058-02,2,1,1,2,17.113025437318,5,9
2405074,16,123,1-16-2024-123-NM1,21,1,1,8,43.3211199928482,5,9
2403606,16,103,1-16-2024-103-05,5,1,1,4,41.1048479189621,5,9
2403606,16,103,1-16-2024-103-05,5,1,3,4,41.1048479189621,5,9
2403606,16,103,1-16-2024-103-05,5,1,4,4,41.1048479189621,5,9
2403606,16,103,1-16-2024-103-05,5,1,2,5,41.1048479189621,5,9
2405240,82,150,1-82-2024-150-03,3,1,1,2,235.638419423885,1,9
2401943,16,55,1-16-2024-055-02,2,1,1,2,15.1092509057653,5,9
2405375,82,155,1-82-2024-155-04,4,1,1,6,402.139070581725,1,9
2401276,16,40,1-16-2024-040-08,8,1,1,2,293.684778521298,5,9
2401276,16,40,1-16-2024-040-08,8,1,2,6,293.684778521298,5,9
2401207,16,38,1-16-2024-038-05,5,1,1,2,15.6592746300539,5,9
2405500,33,103,1-33-2024-103-02,2,1,1,8,23.2460633538017,12,9
2402214,16,64,1-16-2024-064-05,5,1,1,2,20.614517656908,5,9
2404112,16,109,1-16-2024-109-05,5,1,1,2,216.193332354544,5,9
2404112,16,109,1-16-2024-109-05,5,1,2,6,216.193332354544,5,9
2405437,82,156,1-82-2024-156-03,3,2,1,2,149.786835379749,1,9
2400414,16,13,1-16-2024-013-06,6,1,1,2,405.229056944154,5,9
2403605,16,102,1-16-2024-102-03,3,2,2,3,346.592119950096,5,9
2403605,16,102,1-16-2024-102-03,3,2,1,2,346.592119950096,5,9
2404830,16,118,1-16-2024-118-04,4,1,1,4,1051.44737889773,5,9
2403101,16,92,1-16-2024-092-04,4,1,1,6,466.830413061627,5,9
2403379,16,99,1-16-2024-099-01,1,1,1,4,75.8360340917396,5,9
2401026,16,32,1-16-2024-032-09,9,1,1,8,1561.49805505811,5,9
2401807,16,51,1-16-2024-051-09,9,1,2,3,1530.01312543752,5,9
2401807,16,51,1-16-2024-051-09,9,1,3,2,1530.01312543752,5,9
2401807,16,51,1-16-2024-051-09,9,1,4,6,1530.01312543752,5,9
2402864,16,85,1-16-2024-085-09,9,1,1,8,4161.34407721317,5,9
2405497,29,92,1-29-2024-092-03,3,1,1,8,1624.0795428051,2,9
2400886,16,27,1-16-2024-027-05,5,1,1,4,21.4662920187919,5,9
2401512,13,41,1-13-2024-041-01,1,1,2,7,142.42459784573,7,9
2401135,82,28,1-82-2024-028-04,4,2,2,98,204.821008822142,1,9
2400070,13,2,1-13-2024-002-01,1,1,2,2,148.493580370567,7,9
2400760,30,25,1-30-2024-025-02,2,1,1,4,16.2875943881497,10,9
2400854,30,29,1-30-2024-029-02,2,2,1,2,41.0620689400047,10,9
2401333,26,35,1-26-2024-035-01,1,1,3,2,37.8344754262411,10,9
2402075,66,49,1-66-2024-049-01,1,2,2,6,106.258770256521,6,9
2400687,57,15,1-57-2024-015-02,2,1,2,6,36.8561902184078,1,9
2400240,26,3,1-26-2024-003-06,6,1,2,6,855.626158255573,10,9
2405681,19,80,1-19-2024-080-06,6,1,1,2,251.022651978485,9,9
2406248,19,96,1-19-2024-096-10,10,1,2,6,96.5110974006478,9,9
2406248,19,96,1-19-2024-096-10,10,1,1,2,96.5110974006478,9,9
2404076,19,54,1-19-2024-054-02,2,1,1,8,45.0884525586451,9,9
2405055,19,70,1-19-2024-070-04,4,1,1,2,789.695397346962,9,9
2404961,52,49,1-52-2024-049-07,7,1,1,6,2023.69876111312,12,9
2404011,52,43,1-52-2024-043-02,2,1,1,8,21.737445977484,12,9
2406382,52,64,1-52-2024-064-02,2,1,1,6,23.7948925221775,12,9
2404120,52,44,1-52-2024-044-06,6,1,1,8,76.0256623348529,12,9
2405097,52,50,1-52-2024-050-09,9,1,1,6,214.37338525269,12,9
2404845,52,48,1-52-2024-048-03,3,1,1,8,163.738317035802,12,9
2403727,52,39,1-52-2024-039-04,4,1,1,4,275.049511587146,12,9
2406387,12,129,1-12-2024-129-10,10,1,1,8,2775.12094827989,9,9
2403321,12,55,1-12-2024-055-07,7,1,2,5,415.380130156016,9,9
2403321,12,55,1-12-2024-055-07,7,1,1,4,415.380130156016,9,9
2403573,12,61,1-12-2024-061-07,7,1,1,8,265.552573114546,9,9
2403965,12,71,1-12-2024-071-03,3,1,1,98,164.057323491007,9,9
2404925,12,95,1-12-2024-095-03,3,1,1,2,164.057323491007,9,9
2403686,12,63,1-12-2024-063-09,9,1,2,6,1204.16320291651,9,9
2403686,12,63,1-12-2024-063-09,9,1,1,2,1204.16320291651,9,9
2403870,12,67,1-12-2024-067-10,10,1,2,6,8209.53170960713,9,9
2403870,12,67,1-12-2024-067-10,10,1,1,2,8209.53170960713,9,9
2404925,12,95,1-12-2024-095-03,3,1,2,6,164.057323491007,9,9
2405689,12,109,1-12-2024-109-06,6,1,2,6,257.996460650317,9,9
2405689,12,109,1-12-2024-109-06,6,1,1,2,257.996460650317,9,9
2405039,12,97,1-12-2024-097-06,6,1,1,2,370.051856891055,9,9
2405039,12,97,1-12-2024-097-06,6,1,3,6,370.051856891055,9,9
2405039,12,97,1-12-2024-097-06,6,1,2,2,370.051856891055,9,9
2403809,33,66,1-33-2024-066-05,5,1,1,8,25.3427821602115,12,9
2406023,14,124,1-14-2024-124-03,3,1,1,8,136.771072739086,8,9
2405815,14,115,1-14-2024-115-03,3,1,1,6,285.585717007059,8,9
2403820,14,66,1-14-2024-066-02,2,1,1,2,73.7387227230028,8,9
2403900,14,69,1-14-2024-069-01,1,1,1,8,108.384761764453,8,9
2403489,14,57,1-14-2024-057-03,3,1,2,6,220.01323547424,8,9
2403489,14,57,1-14-2024-057-03,3,1,1,2,220.01323547424,8,9
2405903,54,127,1-54-2024-127-08,8,1,2,6,183.997323343744,9,9
2405903,54,127,1-54-2024-127-08,8,1,1,2,183.997323343744,9,9
2406143,54,130,1-54-2024-130-08,8,1,2,9,161.994257211147,9,9
2406143,54,130,1-54-2024-130-08,8,1,1,8,161.994257211147,9,9
2406143,54,130,1-54-2024-130-08,8,1,3,2,161.994257211147,9,9
2406143,54,130,1-54-2024-130-08,8,1,4,6,161.994257211147,9,9
2405535,54,120,1-54-2024-120-04,4,1,2,6,152.997399597271,9,9
2405535,54,120,1-54-2024-120-04,4,1,1,2,152.997399597271,9,9
2405806,54,126,1-54-2024-126-08,8,1,2,9,161.994257211147,9,9
2405806,54,126,1-54-2024-126-08,8,1,1,8,161.994257211147,9,9
2405806,54,126,1-54-2024-126-08,8,1,3,2,161.994257211147,9,9
2405806,54,126,1-54-2024-126-08,8,1,4,6,161.994257211147,9,9
2405783,13,81,1-13-2024-081-04,4,1,2,2,4266.40495495528,7,9
2405783,13,81,1-13-2024-081-04,4,1,1,2,4266.40495495528,7,9
2405783,13,81,1-13-2024-081-04,4,1,3,6,4266.40495495528,7,9
2406019,13,83,1-13-2024-083-03,3,1,1,2,5418.42420219838,7,9
2406019,13,83,1-13-2024-083-03,3,1,2,2,5418.42420219838,7,9
2406019,13,83,1-13-2024-083-03,3,1,3,6,5418.42420219838,7,9
2405414,13,77,1-13-2024-077-03,3,1,1,6,4056.64491983968,7,9
2405414,13,77,1-13-2024-077-03,3,2,1,4,4056.64491983968,7,9
2405672,13,79,1-13-2024-079-07,7,1,1,8,16039.8860823842,7,9
2406388,66,126,1-66-2024-126-10,10,1,1,2,242.389498710963,6,9
2405907,66,117,1-66-2024-117-04,4,1,1,6,114.973892842,6,9
2405686,66,111,1-66-2024-111-06,6,1,1,8,166.747203200861,6,9
2406175,16,130,1-16-2024-130-02,2,1,1,2,56.791932701426,5,9
2406115,20,145,1-20-2024-145-03,3,1,1,2,139.88736858082,11,9
2404506,33,87,1-33-2024-087-08,8,1,1,8,54.7275070105528,12,9
2403324,33,55,1-33-2024-055-10,10,1,1,8,58.854607771382,12,9
2400594,33,7,1-33-2024-007-09,9,1,1,8,461.610101044979,12,9
2401149,33,18,1-33-2024-018-03,3,1,1,8,27.3329411219541,12,9
2402821,33,46,1-33-2024-046-09,9,1,1,6,130.804564789054,12,9
2400184,33,1,1-33-2024-001-10,10,1,1,4,6973.09392875334,12,9
2403078,33,51,1-33-2024-051-01,1,1,1,2,35.1791324819626,12,9
2404423,33,85,1-33-2024-085-03,3,1,1,2,39.2891207375412,12,9
2401526,33,25,1-33-2024-025-06,6,1,2,6,86.5029641253402,12,9
2401526,33,25,1-33-2024-025-06,6,1,1,2,86.5029641253402,12,9
2404317,33,83,1-33-2024-083-09,9,1,5,6,187.781585730197,12,9
2405499,33,102,1-33-2024-102-01,1,1,1,6,72.5787308334631,12,9
2400453,33,6,1-33-2024-006-01,1,1,1,2,35.1791324819626,12,9
2400453,33,6,1-33-2024-006-01,1,1,2,6,35.1791324819626,12,9
2403450,33,59,1-33-2024-059-09,9,1,1,8,156.661747322073,12,9
2402442,33,40,1-33-2024-040-03,3,1,1,4,51.2513411158493,12,9
2402442,33,40,1-33-2024-040-03,3,1,2,8,51.2513411158493,12,9
2404317,33,83,1-33-2024-083-09,9,1,2,8,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,1,4,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,3,9,187.781585730197,12,9
2404317,33,83,1-33-2024-083-09,9,1,4,3,187.781585730197,12,9
2404426,12,83,1-12-2024-083-07,7,1,1,8,1361.49270117535,9,9
2402445,12,42,1-12-2024-042-03,3,1,1,8,333.770307344468,9,9
2405139,12,101,1-12-2024-101-03,3,1,1,6,164.057323491007,9,9
2400450,12,11,1-12-2024-011-03,3,1,1,2,164.057323491007,9,9
2405911,12,118,1-12-2024-118-04,4,1,1,8,916.878937506543,9,9
2401291,12,23,1-12-2024-023-08,8,1,1,3,357.730823345316,9,9
2401291,12,23,1-12-2024-023-08,8,1,2,6,357.730823345316,9,9
2401646,12,29,1-12-2024-029-03,3,1,1,2,325.380358257164,9,9
2400037,12,1,1-12-2024-001-06,6,1,1,2,341.619890680719,9,9
2401437,12,26,1-12-2024-026-04,4,1,1,8,578.80653797021,9,9
2400766,12,16,1-12-2024-016-08,8,1,2,3,453.341827207528,9,9
2401436,12,25,1-12-2024-025-04,4,1,1,8,578.80653797021,9,9
2403455,12,59,1-12-2024-059-06,6,1,1,2,481.477047572144,9,9
2400323,12,8,1-12-2024-008-04,4,1,1,8,272.072310301009,9,9
2401906,12,33,1-12-2024-033-10,10,1,1,2,4973.4993690477,9,9
2401906,12,33,1-12-2024-033-10,10,1,2,6,4973.4993690477,9,9
2404230,12,77,1-12-2024-077-03,3,1,1,8,164.057323491007,9,9
2402049,12,35,1-12-2024-035-04,4,1,1,8,750.454252060638,9,9
