CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,CONFLICTNO,EVENTNO,VEHNO,CONFPLANE,CASEWGT,PSUSTRAT,VERSION
2403198,33,54,1-33-2024-054-NM1,21,1,1,1,1,1,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,2,1,1,5,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,3,1,1,6,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,1,4,1,1,10,55.7364737376608,12,9
2403641,29,39,1-29-2024-039-NM2,22,1,1,1,1,3,381.081668154122,2,9
2403641,29,39,1-29-2024-039-NM2,22,1,2,1,1,10,381.081668154122,2,9
2403198,33,54,1-33-2024-054-NM1,21,2,1,2,1,1,55.7364737376608,12,9
2403198,33,54,1-33-2024-054-NM1,21,2,2,2,1,10,55.7364737376608,12,9
2401481,77,50,1-77-2024-050-NM2,22,1,1,1,1,1,306.910106229355,9,9
2401481,77,50,1-77-2024-050-NM2,22,1,2,1,1,10,306.910106229355,9,9
2401790,81,35,1-81-2024-035-NM1,21,1,1,1,1,2,46.909790827141,8,9
2401790,81,35,1-81-2024-035-NM1,21,1,2,1,1,10,46.909790827141,8,9
2401016,24,22,1-24-2024-022-NM1,21,1,4,1,1,3,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,5,1,1,10,81.6170730667138,1,9
2400815,23,13,1-23-2024-013-NM1,21,1,1,2,2,4,75.3524398717664,5,9
2400815,23,13,1-23-2024-013-NM1,21,1,2,2,2,10,75.3524398717664,5,9
2403048,10,45,1-10-2024-045-NM2,22,1,1,1,1,1,461.067694088124,4,9
2403048,10,45,1-10-2024-045-NM2,22,1,2,1,1,10,461.067694088124,4,9
2402702,20,77,1-20-2024-077-NM2,22,1,1,1,1,3,87.941289186377,11,9
2402702,20,77,1-20-2024-077-NM2,22,1,2,1,1,10,87.941289186377,11,9
2402755,26,80,1-26-2024-080-NM1,21,1,1,4,1,3,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,2,4,1,10,25.7030205312635,10,9
2402755,26,80,1-26-2024-080-NM1,21,1,3,4,1,10,25.7030205312635,10,9
2402593,57,54,1-57-2024-054-NM2,22,1,1,1,1,1,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,2,1,1,5,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,3,1,1,6,570.311860030331,1,9
2402593,57,54,1-57-2024-054-NM2,22,1,4,1,1,10,570.311860030331,1,9
2402972,11,82,1-11-2024-082-NM1,21,1,1,1,1,1,37.1071357763572,8,9
2402972,11,82,1-11-2024-082-NM1,21,1,2,1,1,5,37.1071357763572,8,9
2402972,11,82,1-11-2024-082-NM1,21,1,3,1,1,10,37.1071357763572,8,9
2402990,32,105,1-32-2024-105-NM2,22,1,1,1,1,3,564.925282878733,7,9
2403175,10,48,1-10-2024-048-NM2,22,1,1,1,1,1,917.555786243938,4,9
2403389,15,132,1-15-2024-132-NM2,22,1,1,1,1,1,43.1774985201338,1,9
2403389,15,132,1-15-2024-132-NM2,22,1,2,1,1,10,43.1774985201338,1,9
2403175,10,48,1-10-2024-048-NM2,22,1,2,1,1,10,917.555786243938,4,9
2403627,26,102,1-26-2024-102-NM2,22,1,1,1,1,3,471.653968173224,10,9
2403627,26,102,1-26-2024-102-NM2,22,1,2,1,1,10,471.653968173224,10,9
2403660,10,59,1-10-2024-059-NM2,22,1,1,1,1,1,271.413807736263,4,9
2403660,10,59,1-10-2024-059-NM2,22,1,2,1,1,10,271.413807736263,4,9
2402933,77,98,1-77-2024-098-NM1,21,1,1,1,1,1,113.21347390618,9,9
2402933,77,98,1-77-2024-098-NM1,21,1,2,1,1,6,113.21347390618,9,9
2402933,77,98,1-77-2024-098-NM1,21,1,3,1,1,10,113.21347390618,9,9
2403877,17,122,1-17-2024-122-NM2,22,1,1,1,1,1,97.286021862156,4,9
2403877,17,122,1-17-2024-122-NM2,22,1,2,1,1,10,97.286021862156,4,9
2401773,33,29,1-33-2024-029-NM2,22,1,1,1,1,3,84.6784527844662,12,9
2401773,33,29,1-33-2024-029-NM2,22,1,2,1,1,10,84.6784527844662,12,9
2404084,69,91,1-69-2024-091-NM2,22,1,1,1,1,1,98.6054556454264,8,9
2404084,69,91,1-69-2024-091-NM2,22,1,2,1,1,5,98.6054556454264,8,9
2404084,69,91,1-69-2024-091-NM2,22,1,3,1,1,6,98.6054556454264,8,9
2404084,69,91,1-69-2024-091-NM2,22,1,4,1,1,3,98.6054556454264,8,9
2404084,69,91,1-69-2024-091-NM2,22,1,5,1,1,10,98.6054556454264,8,9
2404140,15,164,1-15-2024-164-NM2,22,1,1,1,1,1,26.3765495179532,1,9
2404140,15,164,1-15-2024-164-NM2,22,1,2,1,1,2,26.3765495179532,1,9
2404140,15,164,1-15-2024-164-NM2,22,1,3,1,1,7,26.3765495179532,1,9
2404140,15,164,1-15-2024-164-NM2,22,1,4,1,1,10,26.3765495179532,1,9
2404064,73,113,1-73-2024-113-NM2,22,1,1,1,1,1,537.853972469241,3,9
2404064,73,113,1-73-2024-113-NM2,22,1,2,1,1,10,537.853972469241,3,9
2404117,24,116,1-24-2024-116-NM2,22,1,1,1,1,3,150.695729579903,1,9
2404117,24,116,1-24-2024-116-NM2,22,1,2,1,1,10,150.695729579903,1,9
2401036,32,34,1-32-2024-034-NM1,21,1,1,2,1,2,15.678814367208,7,9
2401036,32,34,1-32-2024-034-NM1,21,1,2,2,1,10,15.678814367208,7,9
2404169,16,111,1-16-2024-111-NM2,22,1,1,1,1,3,253.20495381158,5,9
2404169,16,111,1-16-2024-111-NM2,22,1,2,1,1,7,253.20495381158,5,9
2404169,16,111,1-16-2024-111-NM2,22,1,3,1,1,10,253.20495381158,5,9
2404218,24,120,1-24-2024-120-NM2,22,1,1,1,1,1,253.744000679976,1,9
2404218,24,120,1-24-2024-120-NM2,22,1,2,1,1,5,253.744000679976,1,9
2404218,24,120,1-24-2024-120-NM2,22,1,3,1,1,2,253.744000679976,1,9
2404218,24,120,1-24-2024-120-NM2,22,1,4,1,1,10,253.744000679976,1,9
2405353,29,90,1-29-2024-090-NM2,22,1,2,1,1,5,400.603383200049,2,9
2405353,29,90,1-29-2024-090-NM2,22,1,3,1,1,10,400.603383200049,2,9
2405495,26,125,1-26-2024-125-NM1,21,1,2,1,1,10,26.2657713930828,10,9
2406002,81,159,1-81-2024-159-NM1,21,1,1,1,1,4,21.098194093673,8,9
2406002,81,159,1-81-2024-159-NM1,21,1,2,1,1,10,21.098194093673,8,9
2405381,22,165,1-22-2024-165-NM2,22,1,1,1,1,1,86.2407444911639,12,9
2405381,22,165,1-22-2024-165-NM2,22,1,2,1,1,10,86.2407444911639,12,9
2405352,29,89,1-29-2024-089-NM1,21,1,1,1,1,1,37.5008426016573,2,9
2405352,29,89,1-29-2024-089-NM1,21,1,2,1,1,10,37.5008426016573,2,9
2405454,11,165,1-11-2024-165-NM1,21,1,1,1,1,1,37.1071357763572,8,9
2405454,11,165,1-11-2024-165-NM1,21,1,2,1,1,5,37.1071357763572,8,9
2405454,11,165,1-11-2024-165-NM1,21,1,4,1,1,10,37.1071357763572,8,9
2405491,22,168,1-22-2024-168-NM2,22,1,1,1,1,2,63.7015832881093,12,9
2405491,22,168,1-22-2024-168-NM2,22,1,2,1,1,10,63.7015832881093,12,9
2405547,30,189,1-30-2024-189-NM1,21,1,1,1,1,1,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,2,1,1,5,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,3,1,1,6,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,4,1,1,10,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,2,1,2,1,1,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,2,2,2,1,5,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,2,3,2,1,10,33.3381262919494,10,9
2405485,30,188,1-30-2024-188-NM1,21,1,1,5,2,3,122.593345242516,10,9
2405485,30,188,1-30-2024-188-NM1,21,1,2,5,2,10,122.593345242516,10,9
2404767,81,119,1-81-2024-119-NM1,21,1,4,3,1,10,47.7030665360098,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,1,1,1,1,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,2,1,1,3,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,3,1,1,6,43.22330010499,8,9
2405448,60,86,1-60-2024-086-NM1,21,1,4,1,1,10,43.22330010499,8,9
2405042,18,126,1-18-2024-126-NM2,22,1,1,1,1,1,352.555780341459,6,9
2405042,18,126,1-18-2024-126-NM2,22,1,2,1,1,10,352.555780341459,6,9
2405527,48,179,1-48-2024-179-NM1,21,1,2,3,1,5,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,3,3,1,6,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,4,3,1,10,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,1,3,1,1,85.8427679861707,12,9
2405575,11,166,1-11-2024-166-NM2,22,1,1,1,1,1,1994.3486165726,8,9
2405575,11,166,1-11-2024-166-NM2,22,1,2,1,1,7,1994.3486165726,8,9
2405575,11,166,1-11-2024-166-NM2,22,1,3,1,1,10,1994.3486165726,8,9
2403980,66,81,1-66-2024-081-NM2,22,1,1,1,1,1,110.074249285118,6,9
2403980,66,81,1-66-2024-081-NM2,22,1,2,1,1,10,110.074249285118,6,9
2405728,82,162,1-82-2024-162-NM1,21,1,1,1,1,1,25.4374322287382,1,9
2405728,82,162,1-82-2024-162-NM1,21,1,2,1,1,10,25.4374322287382,1,9
2405276,77,169,1-77-2024-169-NM1,21,1,2,1,1,10,113.21347390618,9,9
2405770,57,178,1-57-2024-178-NM2,22,1,1,1,1,1,167.365124450856,1,9
2405770,57,178,1-57-2024-178-NM2,22,1,2,1,1,5,167.365124450856,1,9
2405276,77,169,1-77-2024-169-NM1,21,4,4,4,1,10,113.21347390618,9,9
2405049,30,174,1-30-2024-174-NM1,21,1,1,1,1,1,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,2,1,1,5,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,3,1,1,6,35.2170995864478,10,9
2405049,30,174,1-30-2024-174-NM1,21,1,4,1,1,10,35.2170995864478,10,9
2404700,69,110,1-69-2024-110-NM1,21,1,4,1,1,6,7.66811372485411,8,9
2405096,32,144,1-32-2024-144-NM1,21,1,1,1,1,1,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,2,1,1,5,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,3,1,1,6,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,4,1,1,2,65.0700959465246,7,9
2405096,32,144,1-32-2024-144-NM1,21,1,5,1,1,10,65.0700959465246,7,9
2404374,29,60,1-29-2024-060-NM1,21,1,4,1,1,10,40.3751173333703,2,9
2405069,11,151,1-11-2024-151-NM1,21,1,1,1,1,7,37.1071357763572,8,9
2405972,21,146,1-21-2024-146-NM1,21,1,1,2,1,1,9.08918343004306,11,9
2405972,21,146,1-21-2024-146-NM1,21,1,2,2,1,10,9.08918343004306,11,9
2405886,57,185,1-57-2024-185-NM2,22,1,1,1,1,1,382.264183805407,1,9
2405886,57,185,1-57-2024-185-NM2,22,1,2,1,1,10,382.264183805407,1,9
2405156,10,100,1-10-2024-100-NM1,21,1,1,3,1,3,31.3806248143146,4,9
2405156,10,100,1-10-2024-100-NM1,21,1,2,3,1,5,31.3806248143146,4,9
2405156,10,100,1-10-2024-100-NM1,21,1,3,3,1,10,31.3806248143146,4,9
2405849,18,144,1-18-2024-144-NM2,22,1,1,1,1,1,131.063519990856,6,9
2405849,18,144,1-18-2024-144-NM2,22,1,2,1,1,10,131.063519990856,6,9
2405105,27,160,1-27-2024-160-NM2,22,1,1,1,1,2,35.0197990149152,3,9
2405105,27,160,1-27-2024-160-NM2,22,1,2,1,1,10,35.0197990149152,3,9
2405238,22,161,1-22-2024-161-NM2,22,1,1,1,1,1,45.2877985053891,12,9
2405238,22,161,1-22-2024-161-NM2,22,1,2,1,1,5,45.2877985053891,12,9
2405238,22,161,1-22-2024-161-NM2,22,1,3,1,1,10,45.2877985053891,12,9
2405819,60,98,1-60-2024-098-NM1,21,1,1,1,1,1,43.22330010499,8,9
2405819,60,98,1-60-2024-098-NM1,21,1,2,1,1,10,43.22330010499,8,9
2405745,22,175,1-22-2024-175-NM2,22,1,1,1,1,1,38.9781737548834,12,9
2404449,11,136,1-11-2024-136-NM1,21,1,4,1,1,10,37.1071357763572,8,9
