CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTEGRITY,CASEWGT,PSUSTRAT,VERSION
2405951,60,102,1-60-2024-102-06,6,2,0,198.203515128736,8,9
2405951,60,102,1-60-2024-102-06,6,3,0,198.203515128736,8,9
2405951,60,102,1-60-2024-102-06,6,4,0,198.203515128736,8,9
2401660,18,64,1-18-2024-064-09,9,1,0,95.1775471436952,6,9
2404279,59,126,1-59-2024-126-08,8,1,0,71.2408177527095,6,9
2404279,59,126,1-59-2024-126-08,8,2,0,71.2408177527095,6,9
2402834,79,60,1-79-2024-060-06,6,1,0,120.772111910736,8,9
2402656,62,72,1-62-2024-072-07,7,1,0,9477.86502709377,7,9
2402656,62,72,1-62-2024-072-07,7,2,0,9477.86502709377,7,9
2401955,32,69,1-32-2024-069-02,2,4,0,7.09521986759074,7,9
2400332,20,6,1-20-2024-006-04,4,1,0,136.860096301972,11,9
2405490,22,167,1-22-2024-167-10,10,1,9,1980.08536507205,12,9
2405158,10,102,1-10-2024-102-03,3,2,0,322.119862535837,4,9
2404955,16,122,1-16-2024-122-NM1,21,1,0,20.5106500164933,5,9
2404611,82,125,1-82-2024-125-05,5,2,0,24.7457338959219,1,9
2403721,28,113,1-28-2024-113-10,10,1,0,187.992842110574,3,9
2403970,69,88,1-69-2024-088-04,4,2,0,124.705353098752,8,9
2401717,21,31,1-21-2024-031-01,1,1,5,117.966202199051,11,9
2401717,21,31,1-21-2024-031-01,1,1,6,117.966202199051,11,9
2401717,21,31,1-21-2024-031-01,1,1,7,117.966202199051,11,9
2401065,22,29,1-22-2024-029-07,7,1,0,113.194619429454,12,9
2401065,22,29,1-22-2024-029-07,7,2,0,113.194619429454,12,9
2402310,73,70,1-73-2024-070-06,6,1,0,89.1819804751388,3,9
2402310,73,70,1-73-2024-070-06,6,2,0,89.1819804751388,3,9
2402393,77,81,1-77-2024-081-06,6,2,0,396.912628940669,9,9
2402061,19,30,1-19-2024-030-09,9,1,0,6020.15369113235,9,9
2402147,59,66,1-59-2024-066-07,7,1,0,373.564191154545,6,9
2401815,28,51,1-28-2024-051-09,9,1,0,35.1195291082184,3,9
2401314,29,16,1-29-2024-016-09,9,1,0,2020.97759690055,2,9
2404966,48,162,1-48-2024-162-09,9,1,0,79.3898333031441,12,9
2404966,48,162,1-48-2024-162-09,9,2,0,79.3898333031441,12,9
2405049,30,174,1-30-2024-174-NM1,21,1,0,35.2170995864478,10,9
2404717,28,143,1-28-2024-143-09,9,1,6,34.7771381559099,3,9
2402642,15,104,1-15-2024-104-04,4,1,0,60.8903261931205,1,9
2406143,54,130,1-54-2024-130-08,8,1,2,161.994257211147,9,9
2406143,54,130,1-54-2024-130-08,8,1,6,161.994257211147,9,9
2406143,54,130,1-54-2024-130-08,8,1,7,161.994257211147,9,9
2406045,12,120,1-12-2024-120-04,4,1,0,331.530424264406,9,9
2406045,12,120,1-12-2024-120-04,4,2,0,331.530424264406,9,9
2400389,26,5,1-26-2024-005-02,2,1,0,21.1529220587709,10,9
2400389,26,5,1-26-2024-005-02,2,2,0,21.1529220587709,10,9
2405799,66,112,1-66-2024-112-06,6,1,0,124.972344097308,6,9
2405799,66,112,1-66-2024-112-06,6,2,0,124.972344097308,6,9
2405310,17,173,1-17-2024-173-04,4,1,0,358.322561254132,4,9
2403034,81,66,1-81-2024-066-04,4,1,0,1249.39843016576,8,9
2403329,19,41,1-19-2024-041-06,6,1,0,230.582658913492,9,9
2403784,57,92,1-57-2024-092-02,2,1,0,13.8251120734564,1,9
2403784,57,92,1-57-2024-092-02,2,2,6,13.8251120734564,1,9
2404116,28,128,1-28-2024-128-03,3,1,0,41.3435203712902,3,9
2401706,27,55,1-27-2024-055-03,3,1,0,12.6103689545478,3,9
2401706,27,55,1-27-2024-055-03,3,2,0,12.6103689545478,3,9
2401460,14,22,1-14-2024-022-04,4,2,0,450.741350654507,8,9
2404325,25,114,1-25-2024-114-03,3,1,0,312.545889305756,2,9
2404325,25,114,1-25-2024-114-03,3,2,0,312.545889305756,2,9
2402001,31,37,1-31-2024-037-10,10,2,0,419.593794787767,6,9
2402456,20,69,1-20-2024-069-03,3,1,6,74.1952486487952,11,9
2402456,20,69,1-20-2024-069-03,3,2,6,74.1952486487952,11,9
2401669,25,38,1-25-2024-038-07,7,1,0,222.137103780198,2,9
2405985,15,231,1-15-2024-231-06,6,2,0,50.962755484092,1,9
2400046,28,1,1-28-2024-001-10,10,1,6,80.5683609045318,3,9
2405653,57,174,1-57-2024-174-03,3,2,6,164.99982753216,1,9
2405653,57,174,1-57-2024-174-03,3,2,7,164.99982753216,1,9
2405788,69,147,1-69-2024-147-09,9,1,0,634.831339238048,8,9
2403091,24,87,1-24-2024-087-03,3,2,0,25.0633899458079,1,9
2403435,18,96,1-18-2024-096-01,1,2,0,63.8166126674341,6,9
2403684,57,90,1-57-2024-090-10,10,1,0,8871.51422447324,1,9
2400773,21,16,1-21-2024-016-07,7,1,0,1727.55001206392,11,9
2406340,24,176,1-24-2024-176-03,3,1,0,84.1556182704533,1,9
2406340,24,176,1-24-2024-176-03,3,2,0,84.1556182704533,1,9
2402356,14,38,1-14-2024-038-02,2,1,0,77.0447891691359,8,9
2402356,14,38,1-14-2024-038-02,2,2,6,77.0447891691359,8,9
2402356,14,38,1-14-2024-038-02,2,2,7,77.0447891691359,8,9
2402356,14,38,1-14-2024-038-02,2,3,6,77.0447891691359,8,9
2402356,14,38,1-14-2024-038-02,2,3,7,77.0447891691359,8,9
2402101,27,66,1-27-2024-066-06,6,1,0,22.8219831356438,3,9
2402101,27,66,1-27-2024-066-06,6,2,0,22.8219831356438,3,9
2401763,17,59,1-17-2024-059-07,7,1,0,606.147022253054,4,9
2401763,17,59,1-17-2024-059-07,7,2,0,606.147022253054,4,9
2401514,73,48,1-73-2024-048-09,9,2,0,104.13258287305,3,9
2401520,19,26,1-19-2024-026-05,5,1,0,49.1552833588875,9,9
2401176,28,32,1-28-2024-032-10,10,1,0,80.5683609045318,3,9
2405101,10,99,1-10-2024-099-08,8,1,0,92.0132231095475,4,9
2405101,10,99,1-10-2024-099-08,8,2,2,92.0132231095475,4,9
2405101,10,99,1-10-2024-099-08,8,2,6,92.0132231095475,4,9
2404757,21,110,1-21-2024-110-03,3,1,0,210.450883320732,11,9
2404757,21,110,1-21-2024-110-03,3,2,0,210.450883320732,11,9
2404763,20,117,1-20-2024-117-03,3,2,0,300.042686508319,11,9
2404176,57,111,1-57-2024-111-02,2,1,0,9.69650235592079,1,9
2404176,57,111,1-57-2024-111-02,2,2,0,9.69650235592079,1,9
2402848,60,32,1-60-2024-032-04,4,1,0,1790.24671665072,8,9
2402848,60,32,1-60-2024-032-04,4,2,0,1790.24671665072,8,9
2406091,32,158,1-32-2024-158-NM1,21,1,0,128.080968764564,7,9
2405350,15,206,1-15-2024-206-02,2,1,1,15.3781496831824,1,9
2405012,81,125,1-81-2024-125-02,2,1,1,20.6727672091787,8,9
2405012,81,125,1-81-2024-125-02,2,1,4,20.6727672091787,8,9
2405012,81,125,1-81-2024-125-02,2,1,7,20.6727672091787,8,9
2400873,11,20,1-11-2024-020-03,3,1,0,45.0595330598255,8,9
2400873,11,20,1-11-2024-020-03,3,2,0,45.0595330598255,8,9
2406191,52,61,1-52-2024-061-06,6,1,0,252.857744755917,12,9
2406037,48,195,1-48-2024-195-06,6,1,0,224.310584656422,12,9
2406037,48,195,1-48-2024-195-06,6,2,0,224.310584656422,12,9
2402207,60,24,1-60-2024-024-06,6,1,0,255.395501854437,8,9
2402207,60,24,1-60-2024-024-06,6,2,0,255.395501854437,8,9
2401076,66,21,1-66-2024-021-10,10,2,0,242.389498710963,6,9
2402742,28,83,1-28-2024-083-03,3,1,1,28.3089754479373,3,9
2402742,28,83,1-28-2024-083-03,3,1,7,28.3089754479373,3,9
2402748,76,73,1-76-2024-073-10,10,2,0,149.331494638173,3,9
2400086,48,4,1-48-2024-004-04,4,1,0,144.051903745075,12,9
2400086,48,4,1-48-2024-004-04,4,2,0,144.051903745075,12,9
2400240,26,3,1-26-2024-003-06,6,1,0,855.626158255573,10,9
2400535,77,16,1-77-2024-016-03,3,2,0,116.650917615877,9,9
2405699,17,186,1-17-2024-186-04,4,1,0,120.436877257182,4,9
2403137,28,95,1-28-2024-095-09,9,1,2,34.7771381559099,3,9
2403137,28,95,1-28-2024-095-09,9,2,0,34.7771381559099,3,9
2403383,73,96,1-73-2024-096-10,10,2,0,335.036357145609,3,9
2403727,52,39,1-52-2024-039-04,4,2,6,275.049511587146,12,9
2400973,30,31,1-30-2024-031-02,2,1,0,16.6145707079083,10,9
2406137,13,84,1-13-2024-084-04,4,1,0,9236.10198234623,7,9
2406137,13,84,1-13-2024-084-04,4,2,0,9236.10198234623,7,9
2402055,54,50,1-54-2024-050-07,7,1,0,163.639088013261,9,9
2401809,16,53,1-16-2024-053-03,3,1,0,144.969974195399,5,9
2401468,25,34,1-25-2024-034-06,6,1,0,52.7353531300239,2,9
2405055,19,70,1-19-2024-070-04,4,1,0,789.695397346962,9,9
2404465,14,84,1-14-2024-084-08,8,1,0,95.3393322368294,8,9
2404465,14,84,1-14-2024-084-08,8,2,0,95.3393322368294,8,9
2402550,62,66,1-62-2024-066-03,3,1,0,324.669436286919,7,9
2402550,62,66,1-62-2024-066-03,3,2,0,324.669436286919,7,9
2402301,48,76,1-48-2024-076-09,9,1,1,69.6007046591066,12,9
2402301,48,76,1-48-2024-076-09,9,1,6,69.6007046591066,12,9
2402301,48,76,1-48-2024-076-09,9,1,7,69.6007046591066,12,9
2405891,59,177,1-59-2024-177-07,7,1,0,843.914912018636,6,9
2400140,57,3,1-57-2024-003-06,6,1,0,30.0886094601444,1,9
2400727,48,28,1-48-2024-028-04,4,1,0,145.557430364465,12,9
2403040,59,97,1-59-2024-097-08,8,1,0,65.9500406195801,6,9
2403040,59,97,1-59-2024-097-08,8,2,0,65.9500406195801,6,9
2404122,27,125,1-27-2024-125-04,4,1,0,18.7495302149441,3,9
2400827,59,28,1-59-2024-028-04,4,1,0,210.089582417027,6,9
2400827,59,28,1-59-2024-028-04,4,2,0,210.089582417027,6,9
2406237,73,155,1-73-2024-155-03,3,1,0,27.9333153038062,3,9
2406237,73,155,1-73-2024-155-03,3,2,0,27.9333153038062,3,9
2401122,12,22,1-12-2024-022-03,3,1,0,213.260129545021,9,9
2401122,12,22,1-12-2024-022-03,3,2,0,213.260129545021,9,9
2404663,59,134,1-59-2024-134-07,7,1,0,1904.3147389407,6,9
2404663,59,134,1-59-2024-134-07,7,2,0,1904.3147389407,6,9
2402450,17,81,1-17-2024-081-06,6,1,0,207.386851098491,4,9
2402450,17,81,1-17-2024-081-06,6,2,0,207.386851098491,4,9
2401614,59,50,1-59-2024-050-03,3,2,0,45.7235198932283,6,9
2401368,57,28,1-57-2024-028-03,3,2,0,113.193207903283,1,9
2400040,81,2,1-81-2024-002-03,3,1,0,266.037932580766,8,9
2405450,60,88,1-60-2024-088-03,3,1,6,208.696614573817,8,9
2405450,60,88,1-60-2024-088-03,3,2,0,208.696614573817,8,9
2405204,25,138,1-25-2024-138-07,7,1,0,1258.713808057,2,9
2404909,77,158,1-77-2024-158-03,3,1,0,283.775942342132,9,9
2403183,18,90,1-18-2024-090-06,6,2,0,441.366614439606,6,9
2400764,12,15,1-12-2024-015-05,5,1,0,241.497853716308,9,9
2400764,12,15,1-12-2024-015-05,5,2,0,241.497853716308,9,9
2400930,22,25,1-22-2024-025-06,6,2,0,25.2675524846257,12,9
2406266,17,204,1-17-2024-204-03,3,1,0,108.458713278135,4,9
2402187,17,72,1-17-2024-072-04,4,1,0,252.09105770205,4,9
2402187,17,72,1-17-2024-072-04,4,2,0,252.09105770205,4,9
2401689,28,44,1-28-2024-044-05,5,1,6,41.6717563477699,3,9
2401428,32,52,1-32-2024-052-02,2,1,0,5.49389453568411,7,9
2401428,32,52,1-32-2024-052-02,2,2,0,5.49389453568411,7,9
2404843,28,150,1-28-2024-150-07,7,1,0,44.330330715033,3,9
2402685,79,59,1-79-2024-059-04,4,2,0,122.392743355493,8,9
2402353,32,84,1-32-2024-084-02,2,1,6,8.40925917720626,7,9
2402353,32,84,1-32-2024-084-02,2,2,0,8.40925917720626,7,9
2402424,73,72,1-73-2024-072-03,3,2,0,23.5881329232141,3,9
2401760,17,56,1-17-2024-056-03,3,2,0,56.2627107467575,4,9
2405839,12,113,1-12-2024-113-06,6,2,0,257.996460650317,9,9
2405507,59,162,1-59-2024-162-05,5,1,0,53.1907731759788,6,9
2405341,32,147,1-32-2024-147-03,3,1,6,534.96996140373,7,9
2405341,32,147,1-32-2024-147-03,3,2,0,534.96996140373,7,9
2403824,14,68,1-14-2024-068-03,3,2,0,364.189516222934,8,9
2403824,14,68,1-14-2024-068-03,3,3,0,364.189516222934,8,9
2403990,11,119,1-11-2024-119-03,3,2,0,72.7397637397295,8,9
2400787,54,22,1-54-2024-022-06,6,2,0,431.29120176655,9,9
2401334,77,45,1-77-2024-045-05,5,1,0,90.6570748528622,9,9
2401334,77,45,1-77-2024-045-05,5,2,0,90.6570748528622,9,9
2404488,22,133,1-22-2024-133-07,7,1,0,67.9415091482,12,9
2404488,22,133,1-22-2024-133-07,7,2,0,67.9415091482,12,9
2402779,27,91,1-27-2024-091-09,9,1,6,86.5081412566534,3,9
2402779,27,91,1-27-2024-091-09,9,2,0,86.5081412566534,3,9
2402281,23,34,1-23-2024-034-04,4,1,9,1710.48804196995,5,9
2400289,13,5,1-13-2024-005-03,3,2,0,411.723945645397,7,9
2400621,14,9,1-14-2024-009-04,4,1,0,1430.40940723328,8,9
2405650,10,114,1-10-2024-114-04,4,2,9,490.084961991089,4,9
2404986,82,139,1-82-2024-139-03,3,1,0,95.2724395487845,1,9
2402971,17,93,1-17-2024-093-04,4,1,0,99.0401622621396,4,9
2403561,48,115,1-48-2024-115-10,10,1,0,2731.40480891654,12,9
2403635,15,142,1-15-2024-142-05,5,1,0,13.6400789963135,1,9
2403798,69,81,1-69-2024-081-02,2,1,0,7.43080811052425,8,9
2403896,59,118,1-59-2024-118-06,6,1,0,351.838762652549,6,9
2403896,59,118,1-59-2024-118-06,6,2,0,351.838762652549,6,9
2402802,54,73,1-54-2024-073-09,9,1,6,117.274582131211,9,9
2402138,17,69,1-17-2024-069-06,6,1,0,118.409975247929,4,9
2402138,17,69,1-17-2024-069-06,6,2,0,118.409975247929,4,9
2401975,32,70,1-32-2024-070-09,9,1,0,3147.76349296009,7,9
2401142,82,29,1-82-2024-029-04,4,1,0,204.821008822528,1,9
2405556,17,182,1-17-2024-182-07,7,1,0,1142.187556136,4,9
2405221,28,162,1-28-2024-162-03,3,1,6,39.7186514004042,3,9
2405221,28,162,1-28-2024-162-03,3,1,7,39.7186514004042,3,9
2404892,81,123,1-81-2024-123-05,5,2,0,233.039908985717,8,9
2404557,57,129,1-57-2024-129-02,2,1,0,13.8251120734564,1,9
2403967,10,68,1-10-2024-068-04,4,2,0,501.477407680457,4,9
2406217,18,153,1-18-2024-153-03,3,1,0,90.4428231986945,6,9
2406217,18,153,1-18-2024-153-03,3,2,0,90.4428231986945,6,9
2400146,22,3,1-22-2024-003-06,6,2,0,264.995949253924,12,9
2400478,11,12,1-11-2024-012-02,2,1,0,30.7614595081659,8,9
2400478,11,12,1-11-2024-012-02,2,2,0,30.7614595081659,8,9
2403206,66,68,1-66-2024-068-03,3,1,0,99.2753873280272,6,9
2403206,66,68,1-66-2024-068-03,3,2,0,99.2753873280272,6,9
2403612,28,110,1-28-2024-110-03,3,1,5,28.3089754479373,3,9
2405911,12,118,1-12-2024-118-04,4,1,0,916.878937506543,9,9
2401571,27,50,1-27-2024-050-03,3,2,0,11.8514312322575,3,9
2404202,52,45,1-52-2024-045-NM1,21,1,0,23.3488363699868,12,9
2402616,26,75,1-26-2024-075-02,2,1,0,21.1529220587709,10,9
2405862,15,227,1-15-2024-227-04,4,1,0,51.3259001381716,1,9
2405198,60,80,1-60-2024-080-08,8,2,0,162.066765738975,8,9
2404866,21,112,1-21-2024-112-01,1,1,1,41.7819447214444,11,9
2404866,21,112,1-21-2024-112-01,1,1,6,41.7819447214444,11,9
2404866,21,112,1-21-2024-112-01,1,1,7,41.7819447214444,11,9
2404866,21,112,1-21-2024-112-01,1,2,1,41.7819447214444,11,9
2404866,21,112,1-21-2024-112-01,1,2,6,41.7819447214444,11,9
2404153,24,118,1-24-2024-118-03,3,1,0,96.7551924674177,1,9
2404153,24,118,1-24-2024-118-03,3,2,0,96.7551924674177,1,9
2403518,27,112,1-27-2024-112-07,7,2,0,354.886135920309,3,9
2404010,28,125,1-28-2024-125-03,3,1,0,28.3089754479373,3,9
2404016,21,85,1-21-2024-085-02,2,1,1,10.5328526507938,11,9
2404016,21,85,1-21-2024-085-02,2,1,6,10.5328526507938,11,9
2404016,21,85,1-21-2024-085-02,2,1,7,10.5328526507938,11,9
2406174,25,173,1-25-2024-173-05,5,1,0,49.8833818457308,2,9
2406174,25,173,1-25-2024-173-05,5,2,0,49.8833818457308,2,9
2405931,30,197,1-30-2024-197-07,7,3,0,2060.56491408519,10,9
2406097,29,105,1-29-2024-105-04,4,2,0,554.415553685361,2,9
2401852,15,74,1-15-2024-074-03,3,1,0,17.7674654778176,1,9
2401852,15,74,1-15-2024-074-03,3,2,0,17.7674654778176,1,9
2401597,14,25,1-14-2024-025-03,3,1,0,1227.40456315265,8,9
2404508,21,101,1-21-2024-101-02,2,1,6,9.63819602034845,11,9
2402018,59,65,1-59-2024-065-04,4,1,0,305.300892260132,6,9
2402018,59,65,1-59-2024-065-04,4,2,0,305.300892260132,6,9
2400097,19,3,1-19-2024-003-03,3,1,7,130.467157753061,9,9
2400103,17,3,1-17-2024-003-07,7,1,0,1461.1053822292,4,9
2400595,17,18,1-17-2024-018-03,3,1,0,56.2627107467575,4,9
2400595,17,18,1-17-2024-018-03,3,2,0,56.2627107467575,4,9
2405433,69,137,1-69-2024-137-05,5,1,9,16.5467329701507,8,9
2404680,67,38,1-67-2024-038-07,7,1,0,200.794607269221,7,9
2404680,67,38,1-67-2024-038-07,7,2,0,200.794607269221,7,9
2403375,27,106,1-27-2024-106-04,4,1,6,125.149936409085,3,9
2403375,27,106,1-27-2024-106-04,4,2,0,125.149936409085,3,9
2404033,31,83,1-31-2024-083-07,7,1,0,230.868935151332,6,9
2404082,12,73,1-12-2024-073-09,9,2,1,325.152652942967,9,9
2404082,12,73,1-12-2024-073-09,9,2,6,325.152652942967,9,9
2404082,12,73,1-12-2024-073-09,9,2,7,325.152652942967,9,9
2404580,24,127,1-24-2024-127-03,3,1,0,95.9250634567464,1,9
2402238,82,53,1-82-2024-053-03,3,1,0,191.252816223053,1,9
2401875,59,59,1-59-2024-059-01,1,1,0,53.4084683471652,6,9
2401875,59,59,1-59-2024-059-01,1,2,0,53.4084683471652,6,9
2401211,77,44,1-77-2024-044-08,8,1,0,215.799053241345,9,9
2400074,77,2,1-77-2024-002-07,7,1,0,7758.83172262348,9,9
2400080,54,3,1-54-2024-003-04,4,2,9,152.997399597271,9,9
2400572,13,11,1-13-2024-011-03,3,1,6,435.984145595408,7,9
2404531,77,143,1-77-2024-143-06,6,1,0,96.8505685869366,9,9
2404531,77,143,1-77-2024-143-06,6,2,7,96.8505685869366,9,9
2406246,18,154,1-18-2024-154-03,3,1,0,50.1559535759686,6,9
2406031,62,178,1-62-2024-178-03,3,1,0,536.96509215571,7,9
2406074,16,129,1-16-2024-129-02,2,1,0,71.2953653784722,5,9
2406074,16,129,1-16-2024-129-02,2,2,0,71.2953653784722,5,9
2400031,48,3,1-48-2024-003-03,3,2,0,54.9604072040948,12,9
2403300,30,118,1-30-2024-118-03,3,2,0,125.586126540136,10,9
2404059,67,28,1-67-2024-028-04,4,1,0,420.22869156482,7,9
2401056,21,26,1-21-2024-026-05,5,1,2,13.223965808446,11,9
2401056,21,26,1-21-2024-026-05,5,1,6,13.223965808446,11,9
2404302,73,116,1-73-2024-116-05,5,1,0,34.7225186472303,3,9
2404388,81,108,1-81-2024-108-03,3,2,0,1386.91053484603,8,9
2402467,60,27,1-60-2024-027-03,3,1,0,280.060454683104,8,9
2402467,60,27,1-60-2024-027-03,3,2,0,280.060454683104,8,9
2406060,17,199,1-17-2024-199-06,6,1,0,94.6332628692639,4,9
2400060,21,1,1-21-2024-001-03,3,1,6,54.9367577389877,11,9
2405713,76,164,1-76-2024-164-04,4,1,0,116.742341193526,3,9
2405725,27,175,1-27-2024-175-04,4,1,0,90.2307194288076,3,9
2405725,27,175,1-27-2024-175-04,4,2,0,90.2307194288076,3,9
2405384,81,137,1-81-2024-137-05,5,1,0,129.714251488084,8,9
2405135,81,131,1-81-2024-131-02,2,1,0,19.8489853441235,8,9
2403071,69,61,1-69-2024-061-03,3,1,0,24.0868849457621,8,9
2400366,32,12,1-32-2024-012-08,8,1,1,82.3211387868321,7,9
2400415,17,12,1-17-2024-012-06,6,2,0,225.176724198035,4,9
2400993,12,19,1-12-2024-019-09,9,1,6,386.993347232444,9,9
2400993,12,19,1-12-2024-019-09,9,1,7,386.993347232444,9,9
2405370,31,113,1-31-2024-113-04,4,1,0,222.052598299916,6,9
2402038,13,54,1-13-2024-054-02,2,2,7,28.453150066667,7,9
2403014,15,116,1-15-2024-116-02,2,1,0,13.160978448786,1,9
2403014,15,116,1-15-2024-116-02,2,2,0,13.160978448786,1,9
2403257,79,70,1-79-2024-070-07,7,1,0,367.826537466717,8,9
2403263,28,96,1-28-2024-096-07,7,1,0,44.330330715033,3,9
2400850,18,34,1-18-2024-034-04,4,2,0,102.380498112207,6,9
2400856,12,18,1-12-2024-018-03,3,1,0,365.80465840508,9,9
2400856,12,18,1-12-2024-018-03,3,2,0,365.80465840508,9,9
2401099,10,17,1-10-2024-017-07,7,2,0,3323.62657555429,4,9
2404935,19,68,1-19-2024-068-03,3,1,0,122.471944732135,9,9
2404935,19,68,1-19-2024-068-03,3,2,0,122.471944732135,9,9
2404686,48,153,1-48-2024-153-06,6,1,0,585.270846184065,12,9
2404686,48,153,1-48-2024-153-06,6,2,0,585.270846184065,12,9
2404437,17,144,1-17-2024-144-04,4,1,0,259.044709221254,4,9
2404437,17,144,1-17-2024-144-04,4,2,0,259.044709221254,4,9
2402765,27,88,1-27-2024-088-04,4,1,0,51.5876217780529,3,9
2402765,27,88,1-27-2024-088-04,4,2,0,51.5876217780529,3,9
2402771,29,22,1-29-2024-022-06,6,2,0,522.262401568166,2,9
2402522,66,56,1-66-2024-056-09,9,1,0,387.906116034488,6,9
2405184,48,169,1-48-2024-169-10,10,1,0,234.818157575356,12,9
2404929,30,168,1-30-2024-168-03,3,1,0,278.361823254596,10,9
2404929,30,168,1-30-2024-168-03,3,2,0,278.361823254596,10,9
2403412,30,121,1-30-2024-121-06,6,1,0,390.778392781149,10,9
2403904,30,137,1-30-2024-137-05,5,1,0,43.4171900907947,10,9
2400750,27,26,1-27-2024-026-04,4,1,0,23.4030628879883,3,9
2402373,26,66,1-26-2024-066-09,9,1,0,1299.91372162287,10,9
2404537,59,132,1-59-2024-132-04,4,1,0,99.64038886362,6,9
2404537,59,132,1-59-2024-132-04,4,2,0,99.64038886362,6,9
2402865,16,86,1-16-2024-086-05,5,1,0,49.9895265329744,5,9
2402871,28,86,1-28-2024-086-06,6,1,0,47.2101277154018,3,9
2402914,59,91,1-59-2024-091-08,8,1,0,57.7250441257383,6,9
2400209,11,5,1-11-2024-005-07,7,1,0,657.057558003413,8,9
2400707,31,12,1-31-2024-012-09,9,1,0,161.39423315543,6,9
2405527,48,179,1-48-2024-179-NM1,21,1,0,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,2,9,85.8427679861707,12,9
2405576,11,167,1-11-2024-167-02,2,1,0,30.7614595081659,8,9
2405576,11,167,1-11-2024-167-02,2,2,0,30.7614595081659,8,9
2403063,57,71,1-57-2024-071-09,9,2,0,532.481589221364,1,9
2403312,57,78,1-57-2024-078-03,3,1,0,104.056045530934,1,9
2403555,10,57,1-10-2024-057-06,6,1,0,529.513381579315,4,9
2403555,10,57,1-10-2024-057-06,6,3,0,529.513381579315,4,9
2403804,19,47,1-19-2024-047-03,3,1,0,49.2099979334122,9,9
2403804,19,47,1-19-2024-047-03,3,2,0,49.2099979334122,9,9
2404145,31,85,1-31-2024-085-05,5,1,0,223.697137607501,6,9
2404145,31,85,1-31-2024-085-05,5,2,0,223.697137607501,6,9
2404145,31,85,1-31-2024-085-05,5,3,0,223.697137607501,6,9
2401883,54,47,1-54-2024-047-06,6,1,0,154.880686626287,9,9
2401883,54,47,1-54-2024-047-06,6,2,0,154.880686626287,9,9
2405719,28,176,1-28-2024-176-03,3,1,7,28.3089754479373,3,9
2405719,28,176,1-28-2024-176-03,3,2,0,28.3089754479373,3,9
2405476,27,169,1-27-2024-169-03,3,1,0,34.4708789566897,3,9
2405476,27,169,1-27-2024-169-03,3,2,0,34.4708789566897,3,9
2404394,77,141,1-77-2024-141-06,6,1,6,430.995949103479,9,9
2404637,62,134,1-62-2024-134-04,4,1,0,1053.07668829567,7,9
2404637,62,134,1-62-2024-134-04,4,2,0,1053.07668829567,7,9
2404637,62,134,1-62-2024-134-04,4,3,0,1053.07668829567,7,9
2400066,73,2,1-73-2024-002-09,9,1,0,33.1279885103634,3,9
2400309,81,11,1-81-2024-011-03,3,1,0,275.889085247726,8,9
2403114,60,36,1-60-2024-036-03,3,1,0,156.995970867951,8,9
2403114,60,36,1-60-2024-036-03,3,2,0,156.995970867951,8,9
2403163,81,71,1-81-2024-071-03,3,1,0,379.516553503678,8,9
2403655,59,115,1-59-2024-115-03,3,1,0,49.5714970503393,6,9
2400999,79,23,1-79-2024-023-09,9,1,9,1745.97381842404,8,9
2404196,28,129,1-28-2024-129-04,4,3,0,47.851485985308,3,9
2404245,17,136,1-17-2024-136-04,4,1,0,172.988606540628,4,9
2402573,48,81,1-48-2024-081-04,4,1,0,97.455715732025,12,9
2402622,20,73,1-20-2024-073-06,6,2,0,221.879376426078,11,9
2402622,20,73,1-20-2024-073-06,6,3,0,221.879376426078,11,9
2402081,11,54,1-11-2024-054-02,2,2,0,30.7614595081659,8,9
2402081,11,54,1-11-2024-054-02,2,3,0,30.7614595081659,8,9
2401491,81,30,1-81-2024-030-03,3,1,1,1102.17295370825,8,9
2401491,81,30,1-81-2024-030-03,3,1,6,1102.17295370825,8,9
2400409,66,6,1-66-2024-006-10,10,1,0,242.389498710963,6,9
2400409,66,6,1-66-2024-006-10,10,2,0,242.389498710963,6,9
2405819,60,98,1-60-2024-098-NM1,21,1,0,43.22330010499,8,9
2404737,82,128,1-82-2024-128-03,3,1,0,123.253428375684,1,9
2403384,82,84,1-82-2024-084-03,3,1,0,111.316539758788,1,9
2403384,82,84,1-82-2024-084-03,3,2,0,111.316539758788,1,9
2403716,25,98,1-25-2024-098-06,6,1,0,278.34619352915,2,9
2404048,62,114,1-62-2024-114-06,6,1,0,2242.08850291379,7,9
2400799,22,22,1-22-2024-022-07,7,1,0,98.6738695779625,12,9
2400799,22,22,1-22-2024-022-07,7,2,0,98.6738695779625,12,9
2401392,17,44,1-17-2024-044-08,8,1,0,100.828872719668,4,9
2401463,31,30,1-31-2024-030-10,10,1,0,730.093202930715,6,9
2405044,48,163,1-48-2024-163-03,3,1,0,74.7268694441639,12,9
2402720,60,30,1-60-2024-030-01,1,1,6,101.909134009317,8,9
2402720,60,30,1-60-2024-030-01,1,1,7,101.909134009317,8,9
2402720,60,30,1-60-2024-030-01,1,2,6,101.909134009317,8,9
2402388,22,70,1-22-2024-070-10,10,1,0,178.933182153623,12,9
2401795,54,43,1-54-2024-043-06,6,2,0,154.880686626287,9,9
2400135,21,2,1-21-2024-002-07,7,1,0,8974.81562110273,11,9
